# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 1245       8.565262857888e+02       2.562975376715e+01       9.581392716103e-02       1.625543808955e+00       4.778998164783e-09       9.561646636465e-07      -2.877981514102e-07 
 1246       8.527282320870e+02       2.579543110435e+01       9.573075493333e-02       1.233695640518e+00       4.772820847231e-09       9.696572748146e-07      -2.898527364098e-07 
 1247       8.489751509445e+02       2.595910346662e+01       9.564755165298e-02       8.285985776501e-01       4.766654425713e-09       9.834151862355e-07      -2.918702186786e-07 
 1248       8.452675140689e+02       2.612072659751e+01       9.556433188895e-02       4.105132518846e-01       4.760498989930e-09       9.974250022106e-07      -2.938506266267e-07 
 1249       8.416057949207e+02       2.628025601023e+01       9.548111029541e-02      -2.029774753168e-02       4.754354626693e-09       1.011673187430e-06      -2.957939908669e-07 
 1250       8.379904687158e+02       2.643764698714e+01       9.539790161196e-02      -4.635698695343e-01       4.748221419889e-09       1.026146066400e-06      -2.977003442265e-07 
 1251       8.344220124281e+02       2.659285457940e+01       9.531472066372e-02      -9.190365971378e-01       4.742099450456e-09       1.040829822871e-06      -2.995697217587e-07 
 1252       8.309009047920e+02       2.674583360650e+01       9.523158236153e-02      -1.386429443332e+00       4.735988796350e-09       1.055710499260e-06      -3.014021607540e-07 
 1253       8.274276263051e+02       2.689653865583e+01       9.514850170212e-02      -1.865477946980e+00       4.729889532518e-09       1.070773996078e-06      -3.031977007520e-07 
 1254       8.240026592307e+02       2.704492408230e+01       9.506549376823e-02      -2.355909668710e+00       4.723801730862e-09       1.086006071355e-06      -3.049563835532e-07 
 1255       8.206264876003e+02       2.719094400790e+01       9.498257372881e-02      -2.857450186819e+00       4.717725460217e-09       1.101392340057e-06      -3.066782532299e-07 
 1256       8.172995972164e+02       2.733455232123e+01       9.489975683917e-02      -3.369823093164e+00       4.711660786313e-09       1.116918273516e-06      -3.083633561386e-07 
 1257       8.140224756549e+02       2.747570267714e+01       9.481705844112e-02      -3.892749989057e+00       4.705607771749e-09       1.132569198843e-06      -3.100117409315e-07 
 1258       8.107956122675e+02       2.761434849630e+01       9.473449396319e-02      -4.425950481168e+00       4.699566475960e-09       1.148330298355e-06      -3.116234585677e-07 
 1259       8.076194981848e+02       2.775044296472e+01       9.465207892070e-02      -4.969142177416e+00       4.693536955189e-09       1.164186608990e-06      -3.131985623256e-07 
 1260       8.044946263184e+02       2.788393903339e+01       9.456982891602e-02      -5.522040682868e+00       4.687519262451e-09       1.180123021725e-06      -3.147371078141e-07 
 1261       8.014214913636e+02       2.801478941782e+01       9.448775963865e-02      -6.084359595633e+00       4.681513447509e-09       1.196124280998e-06      -3.162391529848e-07 
 1262       7.984005898021e+02       2.814294659764e+01       9.440588686542e-02      -6.655810502763e+00       4.675519556838e-09       1.212174984116e-06      -3.177047581431e-07 
 1263       7.954324199044e+02       2.826836281614e+01       9.432422646066e-02      -7.236102976142e+00       4.669537633594e-09       1.228259580679e-06      -3.191339859608e-07 
 1264       7.925174817325e+02       2.839099007990e+01       9.424279437635e-02      -7.824944568392e+00       4.663567717583e-09       1.244362371992e-06      -3.205269014875e-07 
 1265       7.896562771426e+02       2.851078015831e+01       9.416160665225e-02      -8.422040808762e+00       4.657609845233e-09       1.260467510473e-06      -3.218835721621e-07 
 1266       7.868493097872e+02       2.862768458320e+01       9.408067941612e-02      -9.027095199026e+00       4.651664049556e-09       1.276558999073e-06      -3.232040678254e-07 
 1267       7.840970851182e+02       2.874165464837e+01       9.400002888384e-02      -9.639809209384e+00       4.645730360123e-09       1.292620690686e-06      -3.244884607314e-07 
 1268       7.814001103891e+02       2.885264140918e+01       9.391967135958e-02      -1.025988227435e+01       4.639808803026e-09       1.308636287557e-06      -3.257368255593e-07 
 1269       7.787588946580e+02       2.896059568217e+01       9.383962323596e-02      -1.088701178866e+01       4.633899400850e-09       1.324589340694e-06      -3.269492394258e-07 
 1270       7.761739487896e+02       2.906546804455e+01       9.375990099422e-02      -1.152089310315e+01       4.628002172641e-09       1.340463249276e-06      -3.281257818963e-07 
 1271       7.736457854583e+02       2.916720883386e+01       9.368052120439e-02      -1.216121952068e+01       4.622117133869e-09       1.356241260062e-06      -3.292665349976e-07 
 1272       7.711749191505e+02       2.926576814751e+01       9.360150052541e-02      -1.280768229201e+01       4.616244296404e-09       1.371906466799e-06      -3.303715832294e-07 
 1273       7.687618661671e+02       2.936109584235e+01       9.352285570533e-02      -1.345997061169e+01       4.610383668475e-09       1.387441809625e-06      -3.314410135765e-07 
 1274       7.664071446265e+02       2.945314153425e+01       9.344460358147e-02      -1.411777161397e+01       4.604535254641e-09       1.402830074477e-06      -3.324749155207e-07 
 1275       7.641112744667e+02       2.954185459768e+01       9.336676108055e-02      -1.478077036872e+01       4.598699055762e-09       1.418053892495e-06      -3.334733810531e-07 
 1276       7.618747774480e+02       2.962718416532e+01       9.328934521891e-02      -1.544864987726e+01       4.592875068958e-09       1.433095739424e-06      -3.344365046856e-07 
 1277       7.596981771558e+02       2.970907912757e+01       9.321237310258e-02      -1.612109106833e+01       4.587063287584e-09       1.447937935016e-06      -3.353643834638e-07 
 1278       7.575819990029e+02       2.978748813217e+01       9.313586192753e-02      -1.679777279394e+01       4.581263701191e-09       1.462562642437e-06      -3.362571169783e-07 
 1279       7.555267702322e+02       2.986235958377e+01       9.305982897980e-02      -1.747837182528e+01       4.575476295497e-09       1.476951867659e-06      -3.371148073773e-07 
 1280       7.535330199193e+02       2.993364164352e+01       9.298429163563e-02      -1.816256284862e+01       4.569701052351e-09       1.491087458868e-06      -3.379375593787e-07 
 1281       7.516012789750e+02       3.000128222859e+01       9.290926736168e-02      -1.885001846120e+01       4.563937949699e-09       1.504951105855e-06      -3.387254802818e-07 
 1282       7.497320801479e+02       3.006522901184e+01       9.283477371513e-02      -1.954040916713e+01       4.558186961555e-09       1.518524339421e-06      -3.394786799803e-07 
 1283       7.479259580271e+02       3.012542942129e+01       9.276082834388e-02      -2.023340337328e+01       4.552448057961e-09       1.531788530770e-06      -3.401972709739e-07 
 1284       7.461834490445e+02       3.018183063980e+01       9.268744898672e-02      -2.092866738519e+01       4.546721204958e-09       1.544724890904e-06      -3.408813683805e-07 
 1285       7.445049310003e+02       3.023439016470e+01       9.261465115140e-02      -2.162587848423e+01       4.541006373152e-09       1.557319439752e-06      -3.415310700080e-07 
 1286       7.428901396349e+02       3.028310761935e+01       9.254244111973e-02      -2.232476433013e+01       4.535303563702e-09       1.569578007606e-06      -3.421463961715e-07 
 1287       7.413386465621e+02       3.032799330270e+01       9.247082286324e-02      -2.302506399857e+01       4.529612782854e-09       1.581511488311e-06      -3.427273488738e-07 
 1288       7.398500192379e+02       3.036905766234e+01       9.239980035799e-02      -2.372651493747e+01       4.523934033367e-09       1.593130893173e-06      -3.432739316613e-07 
 1289       7.384238209518e+02       3.040631129484e+01       9.232937758460e-02      -2.442885296381e+01       4.518267314473e-09       1.604447351434e-06      -3.437861496323e-07 
 1290       7.370596108178e+02       3.043976494608e+01       9.225955852820e-02      -2.513181226045e+01       4.512612621855e-09       1.615472110754e-06      -3.442640094444e-07 
 1291       7.357569437646e+02       3.046942951160e+01       9.219034717844e-02      -2.583512537305e+01       4.506969947611e-09       1.626216537684e-06      -3.447075193230e-07 
 1292       7.345153705277e+02       3.049531603698e+01       9.212174752948e-02      -2.653852320684e+01       4.501339280226e-09       1.636692118153e-06      -3.451166890690e-07 
 1293       7.333344376391e+02       3.051743571811e+01       9.205376358000e-02      -2.724173502350e+01       4.495720604536e-09       1.646910457942e-06      -3.454915300669e-07 
 1294       7.322136874192e+02       3.053579990160e+01       9.198639933317e-02      -2.794448843803e+01       4.490113901704e-09       1.656883283168e-06      -3.458320552931e-07 
 1295       7.311526579670e+02       3.055042008508e+01       9.191965879665e-02      -2.864650941555e+01       4.484519149182e-09       1.666622440766e-06      -3.461382793236e-07 
 1296       7.301508831516e+02       3.056130791759e+01       9.185354598259e-02      -2.934752226816e+01       4.478936320682e-09       1.676139898972e-06      -3.464102183420e-07 
 1297       7.292078926027e+02       3.056847519985e+01       9.178806490760e-02      -3.004724965182e+01       4.473365386146e-09       1.685447747804e-06      -3.466478901482e-07 
 1298       7.283232117017e+02       3.057193388469e+01       9.172321959278e-02      -3.074541256316e+01       4.467806311710e-09       1.694558199548e-06      -3.468513141656e-07 
 1299       7.274963615727e+02       3.057169607733e+01       9.165901406367e-02      -3.144173033632e+01       4.462259059677e-09       1.703483589246e-06      -3.470205114502e-07 
 1300       7.267268590731e+02       3.056777403574e+01       9.159545235029e-02      -3.213592063983e+01       4.456723588483e-09       1.712236375175e-06      -3.471555046978e-07 
 1301       7.260142167849e+02       3.056018017099e+01       9.153253848708e-02      -3.282769947345e+01       4.451199852662e-09       1.720829139339e-06      -3.472563182526e-07 
 1302       7.253579430056e+02       3.054892704761e+01       9.147027651294e-02      -3.351678116498e+01       4.445687802820e-09       1.729274587953e-06      -3.473229781156e-07 
 1303       7.247575417386e+02       3.053402738389e+01       9.140867047119e-02      -3.420287836715e+01       4.440187385596e-09       1.737585551934e-06      -3.473555119520e-07 
 1304       7.242125126850e+02       3.051549405225e+01       9.134772440957e-02      -3.488570205444e+01       4.434698543634e-09       1.745774987386e-06      -3.473539491001e-07 
 1305       7.237223512336e+02       3.049334007959e+01       9.128744238025e-02      -3.556496151995e+01       4.429221215550e-09       1.753855976094e-06      -3.473183205793e-07 
 1306       7.232865484524e+02       3.046757864763e+01       9.122782843980e-02      -3.624036437221e+01       4.423755335896e-09       1.761841726009e-06      -3.472486590981e-07 
 1307       7.229045910795e+02       3.043822309323e+01       9.116888664920e-02      -3.691161653206e+01       4.418300835131e-09       1.769745571743e-06      -3.471449990625e-07 
 1308       7.225759615137e+02       3.040528690875e+01       9.111062107382e-02      -3.757842222949e+01       4.412857639587e-09       1.777580975062e-06      -3.470073765841e-07 
 1309       7.223001378058e+02       3.036878374242e+01       9.105303578342e-02      -3.824048400046e+01       4.407425671435e-09       1.785361525372e-06      -3.468358294885e-07 
 1310       7.220765936492e+02       3.032872739863e+01       9.099613485213e-02      -3.889750268380e+01       4.402004848652e-09       1.793100940218e-06      -3.466303973235e-07 
 1311       7.219047983709e+02       3.028513183830e+01       9.093992235847e-02      -3.954917741800e+01       4.396595084989e-09       1.800813065779e-06      -3.463911213674e-07 
 1312       7.217842169228e+02       3.023801117926e+01       9.088440238532e-02      -4.019520563807e+01       4.391196289936e-09       1.808511877356e-06      -3.461180446373e-07 
 1313       7.217143098719e+02       3.018737969651e+01       9.082957901990e-02      -4.083528307243e+01       4.385808368690e-09       1.816211479874e-06      -3.458112118972e-07 
 1314       7.216945333919e+02       3.013325182263e+01       9.077545635381e-02      -4.146910373969e+01       4.380431222119e-09       1.823926108378e-06      -3.454706696667e-07 
 1315       7.217243392538e+02       3.007564214813e+01       9.072203848297e-02      -4.209635994554e+01       4.375064746732e-09       1.831670128524e-06      -3.450964662288e-07 
 1316       7.218031748167e+02       3.001456542171e+01       9.066932950764e-02      -4.271674227961e+01       4.369708834641e-09       1.839458037085e-06      -3.446886516389e-07 
 1317       7.219304830192e+02       2.995003655072e+01       9.061733353242e-02      -4.332993961224e+01       4.364363373529e-09       1.847304462443e-06      -3.442472777327e-07 
 1318       7.221057023697e+02       2.988207060141e+01       9.056605466622e-02      -4.393563909143e+01       4.359028246616e-09       1.855224165093e-06      -3.437723981346e-07 
 1319       7.223282669378e+02       2.981068279932e+01       9.051549702227e-02      -4.453352613961e+01       4.353703332627e-09       1.863232038140e-06      -3.432640682662e-07 
 1320       7.225976063450e+02       2.973588852959e+01       9.046566471810e-02      -4.512328445050e+01       4.348388505751e-09       1.871343107800e-06      -3.427223453547e-07 
 1321       7.229131457557e+02       2.965770333735e+01       9.041656187554e-02      -4.570459598600e+01       4.343083635614e-09       1.879572533905e-06      -3.421472884414e-07 
 1322       7.232743058682e+02       2.957614292802e+01       9.036819262072e-02      -4.627714097297e+01       4.337788587238e-09       1.887935610402e-06      -3.415389583899e-07 
 1323       7.236805029053e+02       2.949122316768e+01       9.032056108404e-02      -4.684059790012e+01       4.332503221013e-09       1.896447765856e-06      -3.408974178947e-07 
 1324       7.241310897108e+02       2.940296609153e+01       9.027366947727e-02      -4.739467891642e+01       4.327227420495e-09       1.905119738079e-06      -3.402227395952e-07 
 1325       7.246251783438e+02       2.931141800121e+01       9.022751230150e-02      -4.793923646032e+01       4.321961176572e-09       1.913943009482e-06      -3.395150305484e-07 
 1326       7.251618155072e+02       2.921663156800e+01       9.018208207523e-02      -4.847415780179e+01       4.316704505087e-09       1.922904131629e-06      -3.387744081778e-07 
 1327       7.257400412514e+02       2.911865984361e+01       9.013737125128e-02      -4.899932974687e+01       4.311457419145e-09       1.931989528805e-06      -3.380009922154e-07 
 1328       7.263588889613e+02       2.901755626092e+01       9.009337221672e-02      -4.951463863690e+01       4.306219929085e-09       1.941185497521e-06      -3.371949047112e-07 
 1329       7.270173853432e+02       2.891337463475e+01       9.005007729269e-02      -5.001997034782e+01       4.300992042461e-09       1.950478206036e-06      -3.363562700436e-07 
 1330       7.277145504116e+02       2.880616916257e+01       9.000747873426e-02      -5.051521028944e+01       4.295773764014e-09       1.959853693862e-06      -3.354852149298e-07 
 1331       7.284493974764e+02       2.869599442529e+01       8.996556873030e-02      -5.100024340467e+01       4.290565095651e-09       1.969297871280e-06      -3.345818684357e-07 
 1332       7.292209331295e+02       2.858290538803e+01       8.992433940337e-02      -5.147495416885e+01       4.285366036419e-09       1.978796518851e-06      -3.336463619866e-07 
 1333       7.300281572315e+02       2.846695740083e+01       8.988378280951e-02      -5.193922658896e+01       4.280176582479e-09       1.988335286920e-06      -3.326788293770e-07 
 1334       7.308700628992e+02       2.834820619944e+01       8.984389093819e-02      -5.239294420292e+01       4.274996727088e-09       1.997899695133e-06      -3.316794067809e-07 
 1335       7.317456364920e+02       2.822670790605e+01       8.980465571210e-02      -5.283599007885e+01       4.269826460565e-09       2.007475131940e-06      -3.306482327626e-07 
 1336       7.326538575990e+02       2.810251903006e+01       8.976606898704e-02      -5.326824681433e+01       4.264665770276e-09       2.017046854104e-06      -3.295854482865e-07 
 1337       7.335936990257e+02       2.797569646883e+01       8.972812255178e-02      -5.368959653568e+01       4.259514640603e-09       2.026599986209e-06      -3.284911967275e-07 
 1338       7.345641267812e+02       2.784629750843e+01       8.969080812791e-02      -5.409992089723e+01       4.254373052922e-09       2.036119520167e-06      -3.273656238817e-07 
 1339       7.355641000649e+02       2.771437982440e+01       8.965411736973e-02      -5.449910108056e+01       4.249240985577e-09       2.045590314721e-06      -3.262088779762e-07 
 1340       7.365925712532e+02       2.758000148251e+01       8.961804186408e-02      -5.488701779382e+01       4.244118413856e-09       2.054997094951e-06      -3.250211096801e-07 
 1341       7.376484858870e+02       2.744322093949e+01       8.958257313021e-02      -5.526355127094e+01       4.239005309966e-09       2.064324451777e-06      -3.238024721144e-07 
 1342       7.387307826579e+02       2.730409704382e+01       8.954770261964e-02      -5.562858127095e+01       4.233901643008e-09       2.073556841466e-06      -3.225531208626e-07 
 1343       7.398383933954e+02       2.716268903646e+01       8.951342171604e-02      -5.598198707719e+01       4.228807378949e-09       2.082678585129e-06      -3.212732139810e-07 
 1344       7.409702430540e+02       2.701905655159e+01       8.947972173506e-02      -5.632364749664e+01       4.223722480601e-09       2.091673868227e-06      -3.199629120094e-07 
 1345       7.421252496997e+02       2.687325961741e+01       8.944659392421e-02      -5.665344085916e+01       4.218646907596e-09       2.100526740072e-06      -3.186223779815e-07 
 1346       7.433023244971e+02       2.672535865685e+01       8.941402946272e-02      -5.697124501672e+01       4.213580616354e-09       2.109221113323e-06      -3.172517774351e-07 
 1347       7.445003716964e+02       2.657541448836e+01       8.938201946141e-02      -5.727693734275e+01       4.208523560064e-09       2.117740763493e-06      -3.158512784229e-07 
 1348       7.457182886199e+02       2.642348832662e+01       8.935055496251e-02      -5.757039473135e+01       4.203475688657e-09       2.126069328438e-06      -3.144210515227e-07 
 1349       7.469549656495e+02       2.626964178335e+01       8.931962693959e-02      -5.785149359655e+01       4.198436948780e-09       2.134190307867e-06      -3.129612698484e-07 
 1350       7.482092862129e+02       2.611393686803e+01       8.928922629734e-02      -5.812010987161e+01       4.193407283766e-09       2.142087062828e-06      -3.114721090600e-07 
 1351       7.494801267711e+02       2.595643598863e+01       8.925934387151e-02      -5.837611900830e+01       4.188386633617e-09       2.149742815212e-06      -3.099537473746e-07 
 1352       7.507663568049e+02       2.579720195243e+01       8.922997042871e-02      -5.861939597612e+01       4.183374934970e-09       2.157140647246e-06      -3.084063655766e-07 
 1353       7.520668388020e+02       2.563629796673e+01       8.920109666630e-02      -5.884981526159e+01       4.178372121073e-09       2.164263500990e-06      -3.068301470288e-07 
 1354       7.533804282438e+02       2.547378763959e+01       8.917271321227e-02      -5.906725086753e+01       4.173378121762e-09       2.171094177830e-06      -3.052252776823e-07 
 1355       7.547059735923e+02       2.530973498064e+01       8.914481062503e-02      -5.927157631233e+01       4.168392863432e-09       2.177615337971e-06      -3.035919460876e-07 
 1356       7.560423162769e+02       2.514420440177e+01       8.911737939337e-02      -5.946266462918e+01       4.163416269009e-09       2.183809499931e-06      -3.019303434054e-07 
 1357       7.573882906816e+02       2.497726071795e+01       8.909040993623e-02      -5.964038836538e+01       4.158448257930e-09       2.189659040034e-06      -3.002406634168e-07 
 1358       7.587427241317e+02       2.480896914791e+01       8.906389260262e-02      -5.980461958161e+01       4.153488746108e-09       2.195146191901e-06      -2.985231025341e-07 
 1359       7.601044368804e+02       2.463939531496e+01       8.903781767145e-02      -5.995522985115e+01       4.148537645911e-09       2.200253045940e-06      -2.967778598118e-07 
 1360       7.614722420962e+02       2.446860524771e+01       8.901217535143e-02      -6.009209025918e+01       4.143594866134e-09       2.204961548835e-06      -2.950051369567e-07 
 1361       7.628449458496e+02       2.429666538085e+01       8.898695578086e-02      -6.021507140208e+01       4.138660311974e-09       2.209253503040e-06      -2.932051383395e-07 
 1362       7.642213470999e+02       2.412364255585e+01       8.896214902758e-02      -6.032404338663e+01       4.133733884997e-09       2.213110566261e-06      -2.913780710046e-07 
 1363       7.656002970783e+02       2.394960271230e+01       8.893774461206e-02      -6.041891078468e+01       4.128815515178e-09       2.216519615153e-06      -2.895241559519e-07 
 1364       7.669808781600e+02       2.377460694476e+01       8.891373007168e-02      -6.049971790883e+01       4.123905257800e-09       2.219488931903e-06      -2.876436621578e-07 
 1365       7.683622268854e+02       2.359871540509e+01       8.889009238077e-02      -6.056654466470e+01       4.119003198572e-09       2.222032276933e-06      -2.857368731223e-07 
 1366       7.697434747280e+02       2.342198860875e+01       8.886681842579e-02      -6.061947169958e+01       4.114109421749e-09       2.224163548785e-06      -2.838040756615e-07 
 1367       7.711237480858e+02       2.324448743544e+01       8.884389500515e-02      -6.065858040395e+01       4.109224010109e-09       2.225896784655e-06      -2.818455599203e-07 
 1368       7.725021682716e+02       2.306627312984e+01       8.882130882900e-02      -6.068395291302e+01       4.104347044945e-09       2.227246160917e-06      -2.798616193855e-07 
 1369       7.738778515042e+02       2.288740730222e+01       8.879904651912e-02      -6.069567210823e+01       4.099478606044e-09       2.228225993650e-06      -2.778525508989e-07 
 1370       7.752499088986e+02       2.270795192912e+01       8.877709460870e-02      -6.069382161878e+01       4.094618771679e-09       2.228850739170e-06      -2.758186546703e-07 
 1371       7.766174464568e+02       2.252796935405e+01       8.875543954220e-02      -6.067848582317e+01       4.089767618587e-09       2.229134994557e-06      -2.737602342908e-07 
 1372       7.779795650591e+02       2.234752228812e+01       8.873406767516e-02      -6.064974985071e+01       4.084925221959e-09       2.229093498188e-06      -2.716775967455e-07 
 1373       7.793353604542e+02       2.216667381075e+01       8.871296527406e-02      -6.060769958305e+01       4.080091655420e-09       2.228741130266e-06      -2.695710524269e-07 
 1374       7.806839232499e+02       2.198548737031e+01       8.869211851612e-02      -6.055242165569e+01       4.075266991019e-09       2.228092913354e-06      -2.674409151482e-07 
 1375       7.820243389046e+02       2.180402678477e+01       8.867151348913e-02      -6.048400345953e+01       4.070451299211e-09       2.227164012907e-06      -2.652875021561e-07 
 1376       7.833556877170e+02       2.162235624245e+01       8.865113619131e-02      -6.040253314237e+01       4.065644648840e-09       2.225969737806e-06      -2.631111341442e-07 
 1377       7.846770448175e+02       2.144054030259e+01       8.863097253112e-02      -6.030809961045e+01       4.060847107127e-09       2.224525540892e-06      -2.609121352660e-07 
 1378       7.859874801589e+02       2.125864389610e+01       8.861100832708e-02      -6.020079252998e+01       4.056058739653e-09       2.222847019501e-06      -2.586908331486e-07 
 1379       7.872860585067e+02       2.107673232618e+01       8.859122930763e-02      -6.008070232863e+01       4.051279610342e-09       2.220949916003e-06      -2.564475589055e-07 
 1380       7.885718394303e+02       2.089487126901e+01       8.857162111094e-02      -5.994792019709e+01       4.046509781447e-09       2.218850118332e-06      -2.541826471498e-07 
 1381       7.898438772934e+02       2.071312677443e+01       8.855216928473e-02      -5.980253809059e+01       4.041749313537e-09       2.216563660533e-06      -2.518964360080e-07 
 1382       7.911012212449e+02       2.053156526658e+01       8.853285928612e-02      -5.964464873039e+01       4.036998265474e-09       2.214106723293e-06      -2.495892671327e-07 
 1383       7.923429152097e+02       2.035025354459e+01       8.851367648146e-02      -5.947434560535e+01       4.032256694404e-09       2.211495634483e-06      -2.472614857164e-07 
 1384       7.935679978791e+02       2.016925878325e+01       8.849460614616e-02      -5.929172297343e+01       4.027524655741e-09       2.208746869698e-06      -2.449134405046e-07 
 1385       7.947755027019e+02       1.998864853368e+01       8.847563346449e-02      -5.909687586322e+01       4.022802203144e-09       2.205877052796e-06      -2.425454838091e-07 
 1386       7.959644578748e+02       1.980849072399e+01       8.845674352947e-02      -5.888990007546e+01       4.018089388511e-09       2.202902956443e-06      -2.401579715217e-07 
 1387       7.971338863335e+02       1.962885365995e+01       8.843792134263e-02      -5.867089218456e+01       4.013386261955e-09       2.199841502653e-06      -2.377512631271e-07 
 1388       7.982828057430e+02       1.944980602567e+01       8.841915181390e-02      -5.843994954014e+01       4.008692871792e-09       2.196709763330e-06      -2.353257217169e-07 
 1389       7.994102284886e+02       1.927141688428e+01       8.840041976140e-02      -5.819717026854e+01       4.004009264524e-09       2.193524960815e-06      -2.328817140026e-07 
 1390       8.005151616668e+02       1.909375567856e+01       8.838170991131e-02      -5.794265327435e+01       3.999335484824e-09       2.190304468429e-06      -2.304196103292e-07 
 1391       8.015966070754e+02       1.891689223165e+01       8.836300689765e-02      -5.767649824194e+01       3.994671575515e-09       2.187065811016e-06      -2.279397846887e-07 
 1392       8.026535612049e+02       1.874089674771e+01       8.834429526215e-02      -5.739880563697e+01       3.990017577562e-09       2.183826665496e-06      -2.254426147338e-07 
 1393       8.036850152289e+02       1.856583981256e+01       8.832555945407e-02      -5.710967670793e+01       3.985373530047e-09       2.180604861404e-06      -2.229284817909e-07 
 1394       8.046899549949e+02       1.839179239440e+01       8.830678383002e-02      -5.680921348763e+01       3.980739470159e-09       2.177418381444e-06      -2.203977708741e-07 
 1395       8.056673610148e+02       1.821882584443e+01       8.828795265381e-02      -5.649751879479e+01       3.976115433174e-09       2.174285362034e-06      -2.178508706985e-07 
 1396       8.066162084561e+02       1.804701189758e+01       8.826905009624e-02      -5.617469623549e+01       3.971501452439e-09       2.171224093859e-06      -2.152881736942e-07 
 1397       8.075354671322e+02       1.787642267310e+01       8.825006023499e-02      -5.584085020476e+01       3.966897559358e-09       2.168253022416e-06      -2.127100760191e-07 
 1398       8.084241014933e+02       1.770713067530e+01       8.823096705441e-02      -5.549608588804e+01       3.962303783373e-09       2.165390748570e-06      -2.101169775735e-07 
 1399       8.092810706172e+02       1.753920879419e+01       8.821175444535e-02      -5.514050926276e+01       3.957720151945e-09       2.162656029102e-06      -2.075092820128e-07 
 1400       8.101053281999e+02       1.737273030614e+01       8.819240620501e-02      -5.477422709984e+01       3.953146690544e-09       2.160067777266e-06      -2.048873967618e-07 
 1401       8.108958225462e+02       1.720776887459e+01       8.817290603675e-02      -5.439734696520e+01       3.948583422625e-09       2.157645063337e-06      -2.022517330282e-07 
 1402       8.116516222302e+02       1.704439159960e+01       8.815323860078e-02      -5.400999252799e+01       3.944030356078e-09       2.155402091056e-06      -1.996026993197e-07 
 1403       8.123722945278e+02       1.688263808613e+01       8.813339267854e-02      -5.361234965680e+01       3.939487442282e-09       2.153333039817e-06      -1.969406818567e-07 
 1404       8.130575309131e+02       1.672254115879e+01       8.811335804096e-02      -5.320462080731e+01       3.934954616163e-09       2.151426986576e-06      -1.942660638806e-07 
 1405       8.137070217449e+02       1.656413379334e+01       8.809312440056e-02      -5.278700976164e+01       3.930431809633e-09       2.149672908142e-06      -1.915792321353e-07 
 1406       8.143204562659e+02       1.640744911692e+01       8.807268141128e-02      -5.235972163085e+01       3.925918951567e-09       2.148059680806e-06      -1.888805768794e-07 
 1407       8.148975226006e+02       1.625252040832e+01       8.805201866843e-02      -5.192296285740e+01       3.921415967781e-09       2.146576079980e-06      -1.861704918993e-07 
 1408       8.154379077536e+02       1.609938109820e+01       8.803112570856e-02      -5.147694121758e+01       3.916922781012e-09       2.145210779828e-06      -1.834493745213e-07 
 1409       8.159412976085e+02       1.594806476937e+01       8.800999200934e-02      -5.102186582400e+01       3.912439310894e-09       2.143952352902e-06      -1.807176256246e-07 
 1410       8.164073769259e+02       1.579860515700e+01       8.798860698949e-02      -5.055794712801e+01       3.907965473932e-09       2.142789269774e-06      -1.779756496539e-07 
 1411       8.168358293417e+02       1.565103614887e+01       8.796696000864e-02      -5.008539692219e+01       3.903501183489e-09       2.141709898668e-06      -1.752238546318e-07 
 1412       8.172263373659e+02       1.550539178566e+01       8.794504036725e-02      -4.960442834280e+01       3.899046349752e-09       2.140702505094e-06      -1.724626521719e-07 
 1413       8.175785823806e+02       1.536170626113e+01       8.792283730649e-02      -4.911525587223e+01       3.894600879719e-09       2.139755251477e-06      -1.696924574912e-07 
 1414       8.178922446388e+02       1.522001392241e+01       8.790034000813e-02      -4.861809534147e+01       3.890164677171e-09       2.138856196788e-06      -1.669136894229e-07 
 1415       8.181670032622e+02       1.508034927024e+01       8.787753759446e-02      -4.811316393256e+01       3.885737642651e-09       2.137993296177e-06      -1.641267704293e-07 
 1416       8.184025362404e+02       1.494274695919e+01       8.785441912816e-02      -4.760068018105e+01       3.881319673439e-09       2.137154400601e-06      -1.613321266143e-07 
 1417       8.185985204284e+02       1.480724179795e+01       8.783097361218e-02      -4.708086397844e+01       3.876910663534e-09       2.136327256452e-06      -1.585301877363e-07 
 1418       8.187546315458e+02       1.467386874952e+01       8.780718998970e-02      -4.655393657467e+01       3.872510503627e-09       2.135499505190e-06      -1.557213872211e-07 
 1419       8.188705441746e+02       1.454266293152e+01       8.778305714393e-02      -4.602012058058e+01       3.868119081076e-09       2.134658682967e-06      -1.529061621746e-07 
 1420       8.189459317579e+02       1.441365961639e+01       8.775856389810e-02      -4.547963997033e+01       3.863736279891e-09       2.133792220257e-06      -1.500849533956e-07 
 1421       8.189804665982e+02       1.428689423162e+01       8.773369901528e-02      -4.493272008388e+01       3.859361980701e-09       2.132887441483e-06      -1.472582053887e-07 
 1422       8.189738198559e+02       1.416240236007e+01       8.770845119831e-02      -4.437958762945e+01       3.854996060738e-09       2.131931564643e-06      -1.444263663772e-07 
