# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
   99       2.667631263374e+03       7.606961132811e-01       3.172402650223e-03      -2.246436918180e+01       1.020815808431e-07       3.967601293207e-04      -1.974936465682e-06 
  100       2.698714370193e+03       7.756164500168e-01       3.237472582004e-03      -2.312490029281e+01       1.014634408283e-07       3.925774376993e-04      -1.971906351573e-06 
  101       2.730001574597e+03       7.903952272747e-01       3.303257301445e-03      -2.378624640502e+01       1.008535104820e-07       3.884930536136e-04      -1.968355215947e-06 
  102       2.761486242782e+03       8.050173951617e-01       3.369761626300e-03      -2.444788763886e+01       1.002484506412e-07       3.844979436915e-04      -1.964756343185e-06 
  103       2.793160265238e+03       8.194677134132e-01       3.436990585366e-03      -2.510929561266e+01       9.964312444129e-08       3.805788955392e-04      -1.961634821097e-06 
  104       2.825015756841e+03       8.337311331670e-01       3.504949277386e-03      -2.576993780882e+01       9.903250028924e-08       3.767231766379e-04      -1.959458612172e-06 
  105       2.857050531033e+03       8.477939940820e-01       3.573642417141e-03      -2.642929105808e+01       9.841836878871e-08       3.729342122463e-04      -1.958281282944e-06 
  106       2.889263271355e+03       8.616429956894e-01       3.643074735476e-03      -2.708683013258e+01       9.780407824687e-08       3.692185502889e-04      -1.958031495330e-06 
  107       2.921651812739e+03       8.752648405718e-01       3.713251121584e-03      -2.774202385207e+01       9.719253595119e-08       3.655810654876e-04      -1.958616780041e-06 
  108       2.954213108621e+03       8.886462417439e-01       3.784176625549e-03      -2.839433526315e+01       9.658613770292e-08       3.620248219606e-04      -1.959922261646e-06 
  109       2.986943198045e+03       9.017739300321e-01       3.855856460893e-03      -2.904322181839e+01       9.598669375503e-08       3.585509325811e-04      -1.961809356744e-06 
  110       3.019837172780e+03       9.146346614559e-01       3.928296007125e-03      -2.968813555559e+01       9.539535108544e-08       3.551584150926e-04      -1.964114445239e-06 
  111       3.052889144423e+03       9.272152246079e-01       4.001500812283e-03      -3.032852327691e+01       9.481251193628e-08       3.518440449847e-04      -1.966647514710e-06 
  112       3.086092211509e+03       9.395024480343e-01       4.075476595483e-03      -3.096382672808e+01       9.423774854996e-08       3.486022051260e-04      -1.969190777888e-06 
  113       3.119438426626e+03       9.514832076154e-01       4.150229249467e-03      -3.159348277762e+01       9.366971403268e-08       3.454247321563e-04      -1.971497263236e-06 
  114       3.152918763517e+03       9.631444339460e-01       4.225764843147e-03      -3.221692359597e+01       9.310604927625e-08       3.423007596371e-04      -1.973289378623e-06 
  115       3.186523084193e+03       9.744731197161e-01       4.302089624152e-03      -3.283357683470e+01       9.254328586886e-08       3.392165579608e-04      -1.974257448105e-06 
  116       3.220241569818e+03       9.854566815107e-01       4.379209829280e-03      -3.344287286612e+01       9.197811938540e-08       3.361594980683e-04      -1.974123685192e-06 
  117       3.254069281030e+03       9.960840793343e-01       4.457131084258e-03      -3.404426711752e+01       9.141180987770e-08       3.331311235694e-04      -1.972850668322e-06 
  118       3.288002092889e+03       1.006344847693e+00       4.535858935445e-03      -3.463722080142e+01       9.084665158845e-08       3.301361501601e-04      -1.970467999054e-06 
  119       3.322035260973e+03       1.016228763752e+00       4.615399036241e-03      -3.522119433722e+01       9.028465209136e-08       3.271784857950e-04      -1.967010348141e-06 
  120       3.356163401441e+03       1.025725857853e+00       4.695757147926e-03      -3.579564759274e+01       8.972749210877e-08       3.242611676193e-04      -1.962517653888e-06 
  121       3.390380471076e+03       1.034826424025e+00       4.776939140518e-03      -3.636004012585e+01       8.917648349763e-08       3.213862975391e-04      -1.957035323415e-06 
  122       3.424679747340e+03       1.043521030501e+00       4.858950993614e-03      -3.691383142612e+01       8.863252537212e-08       3.185549764295e-04      -1.950614436834e-06 
  123       3.459053808426e+03       1.051800530229e+00       4.941798797243e-03      -3.745648115638e+01       8.809605833145e-08       3.157672369806e-04      -1.943311954340e-06 
  124       3.493494513310e+03       1.059656071389e+00       5.025488752709e-03      -3.798744939439e+01       8.756701676096e-08       3.130219751811e-04      -1.935190926209e-06 
  125       3.527992981799e+03       1.067079107908e+00       5.110027173444e-03      -3.850619687441e+01       8.704477917505e-08       3.103168804406e-04      -1.926320705714e-06 
  126       3.562539574590e+03       1.074061409971e+00       5.195420485852e-03      -3.901218522883e+01       8.652811657017e-08       3.076483643488e-04      -1.916777164949e-06 
  127       3.597123873312e+03       1.080595074535e+00       5.281675230159e-03      -3.950487722979e+01       8.601513875637e-08       3.050114880732e-04      -1.906642913560e-06 
  128       3.631734660588e+03       1.086672535848e+00       5.368798061261e-03      -3.998373703080e+01       8.550323863548e-08       3.023998883946e-04      -1.896007520401e-06 
  129       3.666361042296e+03       1.092286875862e+00       5.456795549877e-03      -4.044823562579e+01       8.499000929905e-08       2.998079130242e-04      -1.884955134897e-06 
  130       3.700995995951e+03       1.097432771670e+00       5.545673559540e-03      -4.089786739030e+01       8.447635252989e-08       2.972375887206e-04      -1.873524551101e-06 
  131       3.735633175701e+03       1.102105672358e+00       5.635437802545e-03      -4.133213581993e+01       8.396393764052e-08       2.946926553532e-04      -1.861743005732e-06 
  132       3.770265793344e+03       1.106301520952e+00       5.726094032943e-03      -4.175054875176e+01       8.345426432396e-08       2.921764248854e-04      -1.849638164961e-06 
  133       3.804886606553e+03       1.110016767083e+00       5.817648045962e-03      -4.215261864327e+01       8.294864066967e-08       2.896917495215e-04      -1.837238081706e-06 
  134       3.839487907101e+03       1.113248379642e+00       5.910105677422e-03      -4.253786285133e+01       8.244816027158e-08       2.872409892244e-04      -1.824571151665e-06 
  135       3.874061509084e+03       1.115993859443e+00       6.003472803156e-03      -4.290580391110e+01       8.195367841427e-08       2.848259786036e-04      -1.811666068078e-06 
  136       3.908598737148e+03       1.118251251881e+00       6.097755338431e-03      -4.325596981503e+01       8.146578732294e-08       2.824479931744e-04      -1.798551775222e-06 
  137       3.943090414715e+03       1.120019159594e+00       6.192959237365e-03      -4.358789429175e+01       8.098479046310e-08       2.801077149879e-04      -1.785257420643e-06 
  138       3.977526852206e+03       1.121296755123e+00       6.289090492346e-03      -4.390111708509e+01       8.051067587568e-08       2.778051976319e-04      -1.771812306120e-06 
  139       4.011897835266e+03       1.122083793572e+00       6.386155133451e-03      -4.419518423295e+01       8.004308853359e-08       2.755398306021e-04      -1.758245837360e-06 
  140       4.046192612990e+03       1.122380625267e+00       6.484159227867e-03      -4.446964834632e+01       7.958130170526e-08       2.733103030444e-04      -1.744587472428e-06 
  141       4.080399886146e+03       1.122188208416e+00       6.583108879308e-03      -4.472406888818e+01       7.912418731130e-08       2.711145668686e-04      -1.730866668912e-06 
  142       4.114507795404e+03       1.121508121773e+00       6.683010227435e-03      -4.495801245246e+01       7.867018525978e-08       2.689497992315e-04      -1.717112829819e-06 
  143       4.148503909558e+03       1.120342577293e+00       6.783869447275e-03      -4.517105304301e+01       7.821727174626e-08       2.668123643924e-04      -1.703355248206e-06 
  144       4.182376235349e+03       1.118694518814e+00       6.885692380032e-03      -4.536277641819e+01       7.776362437602e-08       2.646989757626e-04      -1.689617438820e-06 
  145       4.216116384009e+03       1.116567902332e+00       6.988483385732e-03      -4.553279301852e+01       7.730983812583e-08       2.626104598064e-04      -1.675899306505e-06 
  146       4.249716695966e+03       1.113967467551e+00       7.092246375831e-03      -4.568072684973e+01       7.685708109604e-08       2.605484743698e-04      -1.662192235934e-06 
  147       4.283169241425e+03       1.110898667383e+00       7.196985168995e-03      -4.580621183118e+01       7.640642323331e-08       2.585143373589e-04      -1.648484314995e-06 
  148       4.316465814466e+03       1.107367681105e+00       7.302703488395e-03      -4.590889209817e+01       7.595882465447e-08       2.565090067260e-04      -1.634760173655e-06 
  149       4.349597927140e+03       1.103381427513e+00       7.409404959014e-03      -4.598842230429e+01       7.551512353566e-08       2.545330601127e-04      -1.621000820219e-06 
  150       4.382556803561e+03       1.098947578072e+00       7.517093104942e-03      -4.604446792365e+01       7.507602356057e-08       2.525866741508e-04      -1.607183474981e-06 
  151       4.415333374010e+03       1.094074570079e+00       7.625771346680e-03      -4.607670555330e+01       7.464208092182e-08       2.506696034196e-04      -1.593281401275e-06 
  152       4.447918269024e+03       1.088771619808e+00       7.735442998440e-03      -4.608482321545e+01       7.421369086914e-08       2.487811590616e-04      -1.579263733912e-06 
  153       4.480301813496e+03       1.083048735673e+00       7.846111265445e-03      -4.606852065987e+01       7.379107379856e-08       2.469201870553e-04      -1.565095305015e-06 
  154       4.512474020770e+03       1.076916731377e+00       7.957779241229e-03      -4.602750966612e+01       7.337426087614e-08       2.450850461446e-04      -1.550736467255e-06 
  155       4.544424586739e+03       1.070387239068e+00       8.070449904940e-03      -4.596151434593e+01       7.296307919038e-08       2.432735854268e-04      -1.536142914464e-06 
  156       4.576142883938e+03       1.063472722495e+00       8.184126118639e-03      -4.587027144550e+01       7.255713642717e-08       2.414831215968e-04      -1.521265499662e-06 
  157       4.607617955644e+03       1.056186490159e+00       8.298810624601e-03      -4.575353064777e+01       7.215580506102e-08       2.397104158499e-04      -1.506050050466e-06 
  158       4.638838509969e+03       1.048542708473e+00       8.414506042613e-03      -4.561105487481e+01       7.175820605658e-08       2.379516504402e-04      -1.490437181895e-06 
  159       4.669792913959e+03       1.040556414911e+00       8.531214867282e-03      -4.544262059007e+01       7.136319207439e-08       2.362024048983e-04      -1.474362106572e-06 
  160       4.700469187686e+03       1.032243531165e+00       8.648939465327e-03      -4.524801810073e+01       7.096933017459e-08       2.344576319051e-04      -1.457754442318e-06 
  161       4.730855817091e+03       1.023620508558e+00       8.767681802928e-03      -4.502705063808e+01       7.057535576638e-08       2.327130009629e-04      -1.440554958453e-06 
  162       4.760944285651e+03       1.014703201418e+00       8.887442606324e-03      -4.477953087278e+01       7.018166389800e-08       2.309691825805e-04      -1.422768735353e-06 
  163       4.790726756354e+03       1.005507918751e+00       9.008222121482e-03      -4.450528466775e+01       6.978904619718e-08       2.292280852641e-04      -1.404418679341e-06 
  164       4.820195270968e+03       9.960517943918e-01       9.130020373460e-03      -4.420415256674e+01       6.939823603814e-08       2.274915312016e-04      -1.385529236918e-06 
  165       4.849341747909e+03       9.863527984659e-01       9.252837162474e-03      -4.387599009101e+01       6.900990231908e-08       2.257612497749e-04      -1.366126428960e-06 
  166       4.878157980104e+03       9.764297488548e-01       9.376672059951e-03      -4.352066803602e+01       6.862464303211e-08       2.240388709643e-04      -1.346237885194e-06 
  167       4.906635632852e+03       9.663023226570e-01       9.501524404588e-03      -4.313807276810e+01       6.824297862295e-08       2.223259186431e-04      -1.325892878979e-06 
  168       4.934766241688e+03       9.559910676508e-01       9.627393298414e-03      -4.272810652119e+01       6.786534513783e-08       2.206238037646e-04      -1.305122362361e-06 
  169       4.962541210247e+03       9.455174137566e-01       9.754277602846e-03      -4.229068769349e+01       6.749208715490e-08       2.189338174390e-04      -1.283959001432e-06 
  170       4.989951808127e+03       9.349036845003e-01       9.882175934748e-03      -4.182575114419e+01       6.712345049768e-08       2.172571239024e-04      -1.262437211971e-06 
  171       5.016989168751e+03       9.241731084750e-01       1.001108666249e-02      -4.133324849013e+01       6.675957472778e-08       2.155947533770e-04      -1.240593195374e-06 
  172       5.043644287230e+03       9.133498308040e-01       1.014100790201e-02      -4.081314840250e+01       6.640048541429e-08       2.139475948220e-04      -1.218464974883e-06 
  173       5.069908018230e+03       9.024589246035e-01       1.027193751285e-02      -4.026543690354e+01       6.604608617738e-08       2.123163885764e-04      -1.196092432092e-06 
  174       5.095771073830e+03       8.915264024448e-01       1.040387309427e-02      -3.969011766326e+01       6.569615050328e-08       2.107017188921e-04      -1.173517343756e-06 
  175       5.121224021388e+03       8.805792278172e-01       1.053681198123e-02      -3.908721229605e+01       6.535031332816e-08       2.091040063593e-04      -1.150783418877e-06 
  176       5.146257281402e+03       8.696453265906e-01       1.067075124053e-02      -3.845676065747e+01       6.500806238825e-08       2.075235002221e-04      -1.127936336095e-06 
  177       5.170861125378e+03       8.587535984777e-01       1.080568766678e-02      -3.779882114089e+01       6.466872933365e-08       2.059602705862e-04      -1.105023781354e-06 
  178       5.195025673686e+03       8.479339284972e-01       1.094161777855e-02      -3.711347097418e+01       6.433148060300e-08       2.044142005174e-04      -1.082095485870e-06 
  179       5.218740893432e+03       8.372171984356e-01       1.107853781435e-02      -3.640080651642e+01       6.399530805674e-08       2.028849780308e-04      -1.059203264378e-06 
  180       5.241997259451e+03       8.266341897601e-01       1.121644358465e-02      -3.566093337430e+01       6.365933638959e-08       2.013723295573e-04      -1.036392133353e-06 
  181       5.264787800544e+03       8.162121708909e-01       1.135533002270e-02      -3.489393525298e+01       6.332382101636e-08       1.998767687712e-04      -1.013672396178e-06 
  182       5.287106212171e+03       8.059780600375e-01       1.149519159037e-02      -3.409990319325e+01       6.298928925906e-08       1.983989212323e-04      -9.910443114709e-07 
  183       5.308946208233e+03       7.959595166981e-01       1.163602241453e-02      -3.327894578661e+01       6.265623394539e-08       1.969392849969e-04      -9.685066599181e-07 
  184       5.330301521378e+03       7.861849490391e-01       1.177781628264e-02      -3.243118943449e+01       6.232511011431e-08       1.954982247923e-04      -9.460566832241e-07 
  185       5.351165903304e+03       7.766835212751e-01       1.192056663823e-02      -3.155677860747e+01       6.199633162325e-08       1.940759661117e-04      -9.236900222611e-07 
  186       5.371533125067e+03       7.674851610476e-01       1.206426657646e-02      -3.065587610443e+01       6.167026765579e-08       1.926725892305e-04      -9.014006544150e-07 
  187       5.391396977389e+03       7.586205668053e-01       1.220890883965e-02      -2.972866331177e+01       6.134723912877e-08       1.912880231431e-04      -8.791808301306e-07 
  188       5.410751270956e+03       7.501212151832e-01       1.235448581276e-02      -2.877534046263e+01       6.102751499764e-08       1.899220394202e-04      -8.570210086532e-07 
  189       5.429589836733e+03       7.420193683823e-01       1.250098951899e-02      -2.779612689604e+01       6.071130845900e-08       1.885742459877e-04      -8.349097929691e-07 
  190       5.447906526263e+03       7.343480815490e-01       1.264841161526e-02      -2.679126131614e+01       6.039877304922e-08       1.872440808256e-04      -8.128338639438e-07 
  191       5.465695211975e+03       7.271412101547e-01       1.279674338772e-02      -2.576100205139e+01       6.008999863791e-08       1.859308055882e-04      -7.907779136571e-07 
  192       5.482949787490e+03       7.204334173754e-01       1.294597574735e-02      -2.470562731373e+01       5.978500731537e-08       1.846334991446e-04      -7.687245779375e-07 
  193       5.499664167925e+03       7.142601814709e-01       1.309609922541e-02      -2.362543545781e+01       5.948374917262e-08       1.833510510406e-04      -7.466543680933e-07 
  194       5.515832290202e+03       7.086578031648e-01       1.324710396902e-02      -2.252074524017e+01       5.918609797313e-08       1.820821548811e-04      -7.245456018420e-07 
  195       5.531448113350e+03       7.036634130235e-01       1.339897973667e-02      -2.139189607845e+01       5.889184671503e-08       1.808253016328e-04      -7.023743334374e-07 
  196       5.546505618813e+03       6.993149788364e-01       1.355171589374e-02      -2.023924831055e+01       5.860070308269e-08       1.795787728491e-04      -6.801142829945e-07 
  197       5.560998810754e+03       6.956513129946e-01       1.370530140803e-02      -1.906318345388e+01       5.831228478658e-08       1.783406338140e-04      -6.577367650127e-07 
  198       5.574921716362e+03       6.927120798711e-01       1.385972484531e-02      -1.786410446451e+01       5.802611479034e-08       1.771087266081e-04      -6.352106160961e-07 
  199       5.588268386157e+03       6.905378031999e-01       1.401497436481e-02      -1.664243599639e+01       5.774161642381e-08       1.758806630949e-04      -6.125021218719e-07 
  200       5.601032894297e+03       6.891698734560e-01       1.417103771479e-02      -1.539862466055e+01       5.745810838115e-08       1.746538178282e-04      -5.895749431072e-07 
  201       5.613209768443e+03       6.886485728389e-01       1.432790246630e-02      -1.413311603680e+01       5.717500716573e-08       1.734259432087e-04      -5.663987042725e-07 
  202       5.624795312942e+03       6.890069776646e-01       1.448555674248e-02      -1.284628334006e+01       5.689247775341e-08       1.721971037125e-04      -5.429759447901e-07 
  203       5.635786380861e+03       6.902766341391e-01       1.464398853280e-02      -1.153849415250e+01       5.661086533843e-08       1.709679344312e-04      -5.193179024590e-07 
  204       5.646179954487e+03       6.924895031170e-01       1.480318545574e-02      -1.021013340233e+01       5.633049417008e-08       1.697390352529e-04      -4.954361061011e-07 
  205       5.655973146899e+03       6.956779616215e-01       1.496313475501e-02      -8.861603554293e+00       5.605166578697e-08       1.685109690015e-04      -4.713423760049e-07 
  206       5.665163203548e+03       6.998748043654e-01       1.512382329580e-02      -7.493324800120e+00       5.577465720418e-08       1.672842595504e-04      -4.470488243296e-07 
  207       5.673747503825e+03       7.051132452713e-01       1.528523756099e-02      -6.105735249049e+00       5.549971905284e-08       1.660593899124e-04      -4.225678554692e-07 
  208       5.681723562646e+03       7.114269189921e-01       1.544736364739e-02      -4.699291118296e+00       5.522707367159e-08       1.648368003052e-04      -3.979121663773e-07 
  209       5.689089032019e+03       7.188498824320e-01       1.561018726200e-02      -3.274466923551e+00       5.495691314957e-08       1.636168861920e-04      -3.730947468518e-07 
  210       5.695841702622e+03       7.274166162661e-01       1.577369371818e-02      -1.831755669460e+00       5.468939732028e-08       1.623999962984e-04      -3.481288797798e-07 
  211       5.701979505378e+03       7.371620264620e-01       1.593786793194e-02      -3.716690401170e-01       5.442465170607e-08       1.611864306038e-04      -3.230281413430e-07 
  212       5.707500513034e+03       7.481214457993e-01       1.610269441815e-02       1.105262410449e+00       5.416276541253e-08       1.599764383093e-04      -2.978064011833e-07 
  213       5.712402941729e+03       7.603306353910e-01       1.626815728678e-02       2.598489067788e+00       5.390378897253e-08       1.587702157811e-04      -2.724778225284e-07 
  214       5.716685152576e+03       7.738257862034e-01       1.643424023911e-02       4.107442066539e+00       5.364773213924e-08       1.575679044688e-04      -2.470568622780e-07 
  215       5.720345653232e+03       7.886435205767e-01       1.660092656398e-02       5.631533099941e+00       5.339456162781e-08       1.563695887998e-04      -2.215582710501e-07 
  216       5.723383099478e+03       8.048208937459e-01       1.676819913403e-02       7.170154229350e+00       5.314419880514e-08       1.551752940491e-04      -1.959970931874e-07 
  217       5.725796296791e+03       8.223953953609e-01       1.693604040190e-02       8.722677693745e+00       5.289651732730e-08       1.539849841850e-04      -1.703886667244e-07 
  218       5.727584201919e+03       8.414049510072e-01       1.710443239650e-02       1.028845571925e+01       5.265134072409e-08       1.527985596896e-04      -1.447486233140e-07 
  219       5.728745924459e+03       8.618879237263e-01       1.727335671923e-02       1.186682032862e+01       5.240843993031e-08       1.516158553558e-04      -1.190928881150e-07 
  220       5.729280728430e+03       8.838831155365e-01       1.744279454019e-02       1.345708315080e+01       5.216753076324e-08       1.504366380590e-04      -9.343767964000e-08 
  221       5.729188033849e+03       9.074297689531e-01       1.761272659443e-02       1.505853523038e+01       5.192827134584e-08       1.492606045051e-04      -6.779950956258e-08 
  222       5.728467418305e+03       9.325675685088e-01       1.778313317820e-02       1.667044683717e+01       5.169025947520e-08       1.480873789533e-04      -4.219518248582e-08 
  223       5.727118618539e+03       9.593366422749e-01       1.795399414514e-02       1.829206727564e+01       5.145302993581e-08       1.469165109155e-04      -1.664179567039e-08 
  224       5.725141676013e+03       9.877748337659e-01       1.812528970263e-02       1.992266431424e+01       5.121618966843e-08       1.457476717784e-04       8.845439538116e-09 
  225       5.722537380786e+03       1.017909319643e+00       1.829700286534e-02       2.156164568404e+01       5.097984849506e-08       1.445812706624e-04       3.425996674948e-08 
  226       5.719306859235e+03       1.049764455952e+00       1.846911715215e-02       2.320844502400e+01       5.074423805588e-08       1.434178932297e-04       5.959776650308e-08 
  227       5.715451434521e+03       1.083364454344e+00       1.864161579839e-02       2.486248286782e+01       5.050957784014e-08       1.422581070413e-04       8.485525183448e-08 
  228       5.710972628512e+03       1.118733377095e+00       1.881448175398e-02       2.652316654779e+01       5.027607425707e-08       1.411024605797e-04       1.100292845821e-07 
  229       5.705872163699e+03       1.155895132127e+00       1.898769768156e-02       2.818989009868e+01       5.004391968447e-08       1.399514822599e-04       1.351171918724e-07 
  230       5.700151965114e+03       1.194873468032e+00       1.916124595464e-02       2.986203416153e+01       4.981329149486e-08       1.388056794294e-04       1.601167827832e-07 
  231       5.693814162250e+03       1.235691969090e+00       1.933510865573e-02       3.153896588750e+01       4.958435105880e-08       1.376655373552e-04       1.850263651854e-07 
  232       5.686861090974e+03       1.278374050292e+00       1.950926757446e-02       3.322003884176e+01       4.935724272538e-08       1.365315182003e-04       2.098447627633e-07 
  233       5.679295295452e+03       1.322942952364e+00       1.968370420576e-02       3.490459290728e+01       4.913209277954e-08       1.354040599875e-04       2.345713322131e-07 
  234       5.671119530063e+03       1.369421736784e+00       1.985839974795e-02       3.659195418871e+01       4.890900837607e-08       1.342835755518e-04       2.592059806196e-07 
  235       5.662336761317e+03       1.417833280805e+00       2.003333510091e-02       3.828143491623e+01       4.868807645007e-08       1.331704514810e-04       2.837491830114e-07 
  236       5.652950169774e+03       1.468200272478e+00       2.020849086419e-02       3.997233334935e+01       4.846936260373e-08       1.320650470446e-04       3.082020000949e-07 
  237       5.642963151963e+03       1.520545205672e+00       2.038384733518e-02       4.166393368080e+01       4.825290996905e-08       1.309676931107e-04       3.325660961656e-07 
  238       5.632379322299e+03       1.574890375096e+00       2.055938450722e-02       4.335550594035e+01       4.803873804659e-08       1.298786910510e-04       3.568437571990e-07 
  239       5.621202515001e+03       1.631257871319e+00       2.073508206773e-02       4.504630589868e+01       4.782684151970e-08       1.287983116349e-04       3.810379091189e-07 
  240       5.609436786009e+03       1.689669575794e+00       2.091091939638e-02       4.673557497119e+01       4.761718904434e-08       1.277267939107e-04       4.051521362444e-07 
  241       5.597086414907e+03       1.750147155878e+00       2.108687556322e-02       4.842254012187e+01       4.740972201410e-08       1.266643440756e-04       4.291906999157e-07 
  242       5.584155906834e+03       1.812712059851e+00       2.126292932677e-02       5.010641376715e+01       4.720435330021e-08       1.256111343339e-04       4.531585572973e-07 
  243       5.570649994408e+03       1.877385511943e+00       2.143905913223e-02       5.178639367971e+01       4.700096596651e-08       1.245673017434e-04       4.770613803603e-07 
  244       5.556573639641e+03       1.944188507351e+00       2.161524310956e-02       5.346166289236e+01       4.679941195897e-08       1.235329470501e-04       5.009055750431e-07 
  245       5.541932035858e+03       2.013141807262e+00       2.179145907163e-02       5.513138960187e+01       4.659951076968e-08       1.225081335107e-04       5.246983005900e-07 
  246       5.526730609615e+03       2.084265933873e+00       2.196768451239e-02       5.679472707283e+01       4.640104807508e-08       1.214928857039e-04       5.484474890681e-07 
  247       5.510975022616e+03       2.157581165416e+00       2.214389660495e-02       5.845081354146e+01       4.620377434819e-08       1.204871883297e-04       5.721618650634e-07 
  248       5.494671173636e+03       2.233107531174e+00       2.232007219978e-02       6.009877211949e+01       4.600740344472e-08       1.194909849966e-04       5.958509655544e-07 
  249       5.477825200431e+03       2.310864806508e+00       2.249618782278e-02       6.173771069798e+01       4.581161116278e-08       1.185041769976e-04       6.195251599643e-07 
